Review,rating,week_start,Compound,Positive,Neutral,Negative
I Love this App! Amazon has finally created the option to download books onto the sd card instead of internal memory! Great Job Amazon! Thank You!,5,1/21/2019,0.9466,0.478,0.522,0
"Disgusting. Why is it impossible to import your own books? Oh, because of profits 🤮",1,1/21/2019,-0.128,0.143,0.69,0.167
u7,1,1/21/2019,0,0,1,0
So easy😁,5,1/21/2019,0,0,1,0
"Stupid app won't let me get books on Kindle Unlimited, just keeps telling to get me to sign up for a free trial. I have had Kindle Unlimited for years, just let me get a book!! New home page is cluttered and messy. The old home page with the carousel was much easier to use.",2,1/21/2019,0.1984,0.11,0.792,0.097
good,5,1/21/2019,0.4404,1,0,0
not every thing about it for some rasons so i would say a 4 out of t,4,1/21/2019,0,0,1,0
very bad,1,1/21/2019,-0.5849,0,0.209,0.791
I dont know how this is free you have to pay for every book that's actually good dont say free if it's not actually free😡😡😡😡😡,1,1/21/2019,0.8442,0.307,0.647,0.045
gnda,1,1/21/2019,0,0,1,0
It's ok,5,1/21/2019,0.296,0.688,0.312,0
"i love this app, but there seems to be some kind of error. i cant download or purchase books from the app. this upsets me because I've recently signed up for the kindle bundle. please help.",5,1/21/2019,0.0767,0.198,0.632,0.17
good app ....if you have big screen then you will enjoy reading .one most important thing is that if you don't know meaning of word you can easily search meaning that make this app gud and you will enjoy reading,4,1/21/2019,0.9152,0.283,0.717,0
Very good app for those who can not find books of their interest around them but atleast on this app. It has wide range of gooks coverring almost every topic.,5,1/21/2019,0.476,0.128,0.872,0
super,5,1/21/2019,0.5994,1,0,0
I just love it 😊😊😍😍💖💖💟,5,1/21/2019,0.6369,0.583,0.417,0
"The latest update removed the uncollected books in the collections view so whenever I download a new book, it doesn't show up. Please rectify as soon as possible.",1,1/21/2019,-0.2411,0,0.927,0.073
Useful... still to be updated,4,1/21/2019,0,0,1,0
poor,1,1/21/2019,-0.4767,0,0,1
very easy to use and navigate I have used Kindle for a few years now with no complaints whatsoever. Thank you very much.,5,1/21/2019,0.2006,0.206,0.616,0.178
too much money. wanted a free book read and got a message saying it for 7 days free. that won't give me enough time to read all the books on a small cell phone.,3,1/21/2019,0.765,0.191,0.809,0
If you can get it to open you might not have any issues. But then again it might randomly shut down and when you reopen you have to find your way back to where you were reading.,2,1/21/2019,0,0,1,0
Latest update has No word runner or page flip.,1,1/21/2019,-0.296,0,0.784,0.216
hahaa,4,1/21/2019,0,0,1,0
"Though the Kindle app worked perfectly on my last tablet and still works like a charm on my phone, after downloading it to my new tablet it constantly reverts to disabled mode while I try to read one of my books. If this problem can be resolved I'd be happy to give the app 5 stars as it is one of my favourites.",3,1/21/2019,0.8928,0.206,0.751,0.043
jdh,4,1/21/2019,0,0,1,0
hihi,5,1/21/2019,0,0,1,0
easy to use lots of free books love it.,5,1/21/2019,0.886,0.634,0.366,0
Smooth and easy going app.,5,1/21/2019,0.4404,0.42,0.58,0
It would be nice if we had a yearly membership plan like prime for kindle unlimited. I do not have credit card or an auto renewal debit card. But I would like to purchase kindle unlimited with my ordinary debit card. Maybe if we had an yearly membership which we can pay through ordinary debit card or maybe we can get allowed to pay through Amazon pay if Amazon pay has sufficient balance.,3,1/21/2019,0.6134,0.139,0.76,0.101
"this app is atrocious on Android. digital loan was ending and I renewed a day early. This app will not allow me to re download the book no matter what. On iOS though, no problem re-downloaded immediately. trashy app on android, works perfect on ios. classic.",1,1/21/2019,-0.4526,0.093,0.737,0.17
app,5,1/21/2019,0,0,1,0
No funciona en mi teléfono.,1,1/21/2019,-0.296,0,0.645,0.355
"pressing the back button after reading a foot note, closes the book rather than going back to original page",1,1/21/2019,0.3182,0.119,0.881,0
kuje,5,1/21/2019,0,0,1,0
bhd,4,1/21/2019,0,0,1,0
Great Experience,5,1/21/2019,0.6249,0.804,0.196,0
"With the latest update, the app no longer overrides my screen time-out setting like it should. I have to keep tapping the screen to be able to finish a page before the screen goes dark - only fixes I've been able to think of are changing my overall phone setting (not ideal for battery life) or making the font bigger so I get through a page faster. If anyone knows of a way to fix this I'm all ears - I have 300 pages of my book left!",3,1/21/2019,0.6114,0.073,0.902,0.026
much lighter than paper! carry half my library in it!,5,1/21/2019,0,0,1,0
Good app. Adding features like 3D page turning animation/transition will make it even better. Kindly add this feature ASAP. THANKS,4,1/21/2019,0.9341,0.502,0.498,0
nice 👍,5,1/21/2019,0.4215,0.583,0.417,0
Amazon kindle is life,5,1/21/2019,0.1779,0.362,0.638,0
great over 5 years of amazing content. Books I can't find anywhere else at good prices at my figer tips.,5,1/21/2019,0.8957,0.419,0.581,0
Does its job but dont trust book ratings - they remove negative reviews.,3,1/21/2019,-0.8626,0,0.538,0.462
good,4,1/21/2019,0.4404,1,0,0
Great App! Already have lots of books to read on it.,5,1/21/2019,0.6588,0.305,0.695,0
font size range too limited. sync between devices only works sometimes. book recommendations show previously purchased books.,1,1/21/2019,-0.2263,0,0.894,0.106
Can't submit typo from the kindle app on my Samsung or other non kindle device.,2,1/21/2019,0,0,1,0
"amazon kindle uploads ""freebies"" into your library. It is impossible to delete them. per supervisor i spoke to this is a built in option, which translates into breech of privacy by amazon.",1,1/21/2019,0.34,0.108,0.892,0
"new, checking it out",5,1/21/2019,0,0,1,0
supurb app. wish it had search within a doccument though.,5,1/21/2019,0.4019,0.252,0.748,0
"I like the app, it works good. there's a few things i can't figure out how to set: doesn't remember where I left off after I close the app and it fills my feed with recommendations from the last book i bought. either these are settings i haven't found yet or the app needs improvement.",4,1/21/2019,0.8126,0.157,0.843,0
"Refuses to download unless running WiFi.  So, I have to unplug my wired LAN and fire up the WiFi, in order to download content I've purchased.  Stupid, but this is not the only app that incorrectly assumes no WiFi = no internet.",3,1/21/2019,-0.743,0,0.813,0.187
gross,1,1/21/2019,-0.4767,0,0,1
"The app was great until yesterday. It stopped downloading books, tried to reinstall and it wouldn't even download the app. I got it back but only 2 books downloaded. No others will.",2,1/21/2019,-0.1779,0.075,0.799,0.126
"only two ""help"" options. One includes offering a refund.",1,1/21/2019,0,0,1,0
unbelieveable,5,1/21/2019,0,0,1,0
this app will malayalam tex books,5,1/21/2019,0,0,1,0
awesome,5,1/21/2019,0.6249,1,0,0
"only world's no 1 and one of the best book that i want, i am not able to find on kindle",1,1/21/2019,0.5106,0.242,0.661,0.097
ok,3,1/21/2019,0.296,1,0,0
great guide,3,1/21/2019,0.6249,0.804,0.196,0
jakkas,5,1/21/2019,0,0,1,0
"Great app caters to my bizarre tastes for history, the macabre and humour. Wouldn't be without Kindle. Have uninstalled as updates have made this impossible to use on my Huawei smartphone.",5,1/21/2019,0.7096,0.192,0.747,0.061
🙏🙏,5,1/21/2019,0,0,1,0
I don't understand why this app is not is not logging in I created new password and I am typing the correct alphabets ans letters but it is not logging in,1,1/21/2019,-0.0951,0,0.952,0.048
Thomas Jefferson would love this app.,5,1/21/2019,0.6369,0.457,0.543,0
good,5,1/21/2019,0.4404,1,0,0
its very good and user friendly,4,1/21/2019,0.7501,0.615,0.385,0
like,3,1/21/2019,0.3612,1,0,0
good,3,1/21/2019,0.4404,1,0,0
constantly freezes and takes a huge amount of space. can it not be changed so that the app can be moved to the sd card instead of device memory?,2,1/21/2019,0.296,0.078,0.884,0.037
good,3,1/21/2019,0.4404,1,0,0
great app i really enjoy reading everywherr i go its so convient no need to carry tons of books,5,1/21/2019,0.7282,0.315,0.582,0.103
"There was an update, since then pages get stuck, freezes I guess. Highlighting randomly occurs and pages change frequently.",2,1/21/2019,-0.2732,0,0.838,0.162
love this app,5,1/21/2019,0.6369,0.677,0.323,0
i love it,5,1/21/2019,0.6369,0.808,0.192,0
i wish there were more free books,4,1/21/2019,0.7425,0.611,0.389,0
my wife loves kindle. she orders free books all day long lol and KU is only 9.99 mth she can borrow amy 10 books at a time,5,1/21/2019,0.8689,0.299,0.701,0
love it,5,1/21/2019,0.6369,0.808,0.192,0
better on a tablet but I still use it on my phone. always haves your books at the ready,4,1/21/2019,0.6369,0.257,0.743,0
nice,5,1/21/2019,0.4215,1,0,0
"It's okay. I have Attention Deficit Disorder so I read a bit slow oh, I wish this had a audio book function. I have Audible audible doesn't have all the books I need for my classes while Kindle does. A text-to-audio function would really get the job done.",3,1/21/2019,-0.2023,0.1,0.783,0.117
This app is complete garbage. I have had to redownload all of my books three times in a row today which literally takes hours and I have paid for these books! I feel ripped off.,1,1/21/2019,0,0,1,0
this app is amazing even though we just got this app its amazing me and my sister love this app i hope everyone loves this app and i hope everyone has a good valentinse have a good celerbration.,3,1/21/2019,0.9801,0.51,0.49,0
it sucks,1,1/21/2019,-0.3612,0,0.286,0.714
"I have had the app for years with my iPhone and not had an issue. Move to android it doesn't sync to the furthest read page with my kindle nor my kindle with my phone. It took 2 weeks to download all my books, I had to click back through all of them to have the reading percentages correct. Very disappointed as I use this every day.",1,1/21/2019,-0.5256,0,0.948,0.052
Every single Amazon app is malware you can't uninstall,1,1/21/2019,0.6794,0.444,0.556,0
It would be a great marriage to have Livescribe Bluetooth pen integrated into the system.,4,1/21/2019,0.6249,0.24,0.76,0
really good books,5,1/21/2019,0.4927,0.615,0.385,0
awesome,5,1/21/2019,0.6249,1,0,0
kindle,5,1/21/2019,0,0,1,0
"Earlier, It took away whispersync for voice though. Lags way behind iOS version in terms of new features.",4,1/21/2019,-0.3612,0,0.872,0.128
yOooooo,5,1/21/2019,0,0,1,0
best app for reading book. not a single issue regard this app,5,1/21/2019,0.6369,0.296,0.704,0
"For the Windows 10 version. Beware, this app does NOT work on Windows 10, per Amazon Customer Support. However, you can download and install it but you cannot login to activate it to be able to use it. Took me hours to get them to own up to that. Their workaround: Install Windows 8! What a joke. They dont know when it will be fixed and there's no way to get notified.",1,1/21/2019,0.3595,0.083,0.881,0.037
Ab,5,1/21/2019,0,0,1,0
until today (when I updated the app) it was a 5 🌟 experiece. Now it comes up with a this app has stopped error message. As I can't actually even open the app now....,1,1/21/2019,-0.5574,0,0.859,0.141
"love the app ,the suggestion are good too,low prices",5,1/21/2019,0.7964,0.504,0.496,0
its awesome,5,1/21/2019,0.6249,0.804,0.196,0
go w owiv p. p. l. pbc vl,5,1/21/2019,0,0,1,0
great app for reading your books. the digital copies are usually cheaper too.,5,1/21/2019,0.6249,0.255,0.745,0
I love this app. it has anything you would want to read and a lot of books are free!,5,1/21/2019,0.8439,0.394,0.606,0
Amazon has made real improvements with Kindle. Haven't had a problem in a long time,5,1/21/2019,0.6437,0.385,0.615,0
will not download purchased books,2,1/21/2019,0,0,1,0
"good, but much can be improved probably in simple way,but nothing can force Amazon to llok into this unless they would get competition.....",4,1/21/2019,0.6512,0.219,0.717,0.064
"Keeps showing me prices in dollars then not allowing me to buy them. I uninstall and reinstall to get pounds but it soon goes again, and I have been using this app without issues until recently.",1,1/21/2019,-0.4497,0,0.918,0.082
super,5,1/21/2019,0.5994,1,0,0
i have a prime membership so i could read so many books for free in prime reading...but then i learned about kindle unlimited at first i thought if i subscribe this then i can read all of the books for free...so i did...but now i realized that so many books that i wanted to read are not available in kindle unlimited i have to buy them from store....waste of money for me...,3,1/21/2019,0.5106,0.052,0.948,0
won't download my books easily,2,1/21/2019,0.34,0.375,0.625,0
i hate it,1,1/21/2019,-0.5719,0,0.213,0.787
I tried to sign in but it won't work,1,1/21/2019,0,0,1,0
Very nice and V.good,5,1/21/2019,0.4754,0.508,0.492,0
worst app for reading! I spend 5-10 min opening and closing then have to download the book that i sm reading every time.,1,1/21/2019,-0.6588,0,0.82,0.18
keeps installing the japanese version,1,1/21/2019,0,0,1,0
a garden of words,5,1/21/2019,0,0,1,0
nice,5,1/21/2019,0.4215,1,0,0
love it!,5,1/21/2019,0.6696,0.818,0.182,0
"Adequate to Poor reader. Books in PDF format have limited display options, unlike books with the Kindle formatting. This means that fonts can't be changed and line spacing, paragraph widths, background, and night modes are deactivated. Also note-taking capabilities are limited, as these are available only to Kindle formatted books. It's terrible, especially since a few invaluable books I've purchased from Amazon specifically for Kindle are still in PDF format.",2,1/21/2019,-0.7506,0.047,0.822,0.131
I don't know,3,1/21/2019,0,0,1,0
I have read so many great books using the Kindle App,5,1/21/2019,0.6573,0.327,0.673,0
buy a book and get ads FU AMAZON!,1,1/21/2019,-0.6476,0.185,0.38,0.435
"I have a kindle tablet that I love, have bought every new one every year.",5,1/21/2019,0.6369,0.276,0.724,0
Great App,5,1/21/2019,0.6249,0.804,0.196,0
i havent used it but it probuly is a awesome app. oh yeah yeah - MaximillianMus,5,1/21/2019,0.9052,0.529,0.471,0
won't even let me download the app!,1,1/21/2019,0,0,1,0
New to this so wait and see,4,1/21/2019,0,0,1,0
why wont it download to my android tablet,1,1/21/2019,0,0,1,0
"Are there any other back light colors besides sepia, green,black, and white? I'm looking for different colors for my eye strain..",5,1/21/2019,0,0,1,0
