Review,rating,week_start,Compound,Positive,Neutral,Negative
This app vrry intresting,5,11/26/2018,0,0,1,0
When will the Kindle app have page scrolling?,5,11/26/2018,0,0,1,0
Awesome....great......fabulous,5,11/26/2018,0,0,1,0
A good app for readers,5,11/26/2018,0.4404,0.492,0.508,0
Need ipromnts,1,11/26/2018,0,0,1,0
I liked it,1,11/26/2018,0.4215,0.737,0.263,0
I am enjoying this app a lot,5,11/26/2018,0.5267,0.459,0.541,0
Sucks,1,11/26/2018,-0.3612,0,0,1
fine,5,11/26/2018,0.2023,1,0,0
Good,5,11/26/2018,0.4404,1,0,0
Easy-to-use,5,11/26/2018,0,0,1,0
Love it,5,11/26/2018,0.6369,0.808,0.192,0
Hahaha,5,11/26/2018,0.5574,1,0,0
Horrible. Its completely unusable,1,11/26/2018,-0.5423,0,0.462,0.538
Good app for children,2,11/26/2018,0.4404,0.492,0.508,0
"I love being able to read library books, but trying to return them or browse the shelves is a huge pain. So frustrating!",2,11/26/2018,-0.6685,0.176,0.538,0.286
Simply the best! 😁,5,1/28/2019,0.8172,0.555,0.445,0
"Current devices: Samsung note 4, upgraded to the note 8, Samsung note 10.1 tablet. Works great, love it. Awesome update on how the pages turns like a book. Been waiting for this for so long. I still love amazon kindle app",5,1/28/2019,0.9674,0.387,0.613,0
nice,3,1/28/2019,0.4215,1,0,0
"The last few updates have been running successively slower, but this one has finally ground to a halt. Lovely as the grey screen is to admire, I would prefer to read the books I've bought when on long journeys. It's a shame that the app has slowed down so much, hence its drop from 5 to 1.",5,1/28/2019,0.6486,0.184,0.713,0.103
Very good app. It saves my pocket money.,5,1/28/2019,0.4927,0.313,0.687,0
Ehh...Whatever,3,1/28/2019,0,0,1,0
Stopped updating on S6 along with Alexa app.,4,1/28/2019,-0.2263,0,0.787,0.213
"why did you put a security code that can't be read clearly? Even changing my font size to tiny, you still can't fully see the bottom row. I also don't understand why if I have kindle on my fire, with the exact same email etc, I can't just have it on my phone too, without jumping through hoops",2,1/28/2019,-0.3089,0.041,0.878,0.08
This app pushed a full screen overlay over the top of MY android smartphone home-screen.  I have to clear it away to use my phone. It has no uninstall option.  If you like intrusive ads unexpectedly interrupting the use of your phone with no option to uninstall go ahead and push the button.,1,1/28/2019,-0.8885,0.104,0.649,0.247
"A button at the top to easily open table of contents, bookmarks,  highlights would be nice (now only via menu).",5,1/28/2019,0.7184,0.304,0.696,0
"it might be a problem with my cellphone and the model it is a moto one but everytime I read and listen to a book in the app and i happen to coise ot for some reason, it glitches and it goes back in the reading progress and then I have to manually look for the place I was at, I have followed all the instructions given by the amazon staff but the problem persists, all they tell me is that my books are stuck in a download loop. but for every other aspect the app is amazing.",3,1/28/2019,0.6187,0.108,0.815,0.078
always easy to use and find what I am looking for.,5,1/28/2019,0.4404,0.244,0.756,0
"I been trying to get in touch with this kindle's representative, for issues that I have ,!!!!!!!for a long time !!!!,",1,1/28/2019,0,0,1,0
Awesome,5,1/28/2019,0.6249,1,0,0
great platform for ebooks,5,1/28/2019,0.6249,0.577,0.423,0
outstandingly proceeding,5,1/28/2019,0,0,1,0
I was OK with it until i got to download free books but wasn't given enough time to read them . Why was there a time limit ? A person can't read 10 full books in hours.,2,1/28/2019,0.4795,0.124,0.876,0
love kindle makes enjoying a good book even better,5,1/28/2019,0.9246,0.77,0.23,0
nice app,5,1/28/2019,0.4215,0.737,0.263,0
works very well,5,1/28/2019,0.3384,0.545,0.455,0
it takes too much time to sign it s boring,1,1/28/2019,-0.3182,0,0.777,0.223
dj,5,1/28/2019,0,0,1,0
superb,5,1/28/2019,0.6249,1,0,0
nice,4,1/28/2019,0.4215,1,0,0
I do not like it when you don't tell us what the updates are!,2,1/28/2019,-0.3404,0,0.833,0.167
very good but it is a big app although it is not complicated. I mean to say it occupies minimum 100 mb space and kindle lite lacks many features. by the way books are great and I really appreciate that Amazon gives many free books( although not the best ones?),4,1/28/2019,0.9335,0.29,0.639,0.071
could have been faster.... and still lot of books are not avialable .....,5,1/28/2019,0,0,1,0
I love the convenience of the electronic book but lately it's been taking to long to load when you click the app and when it does finally load the screen is black for 5 seconds before the home page shows otherwise it would be 5 stars for me,4,1/28/2019,0.3818,0.056,0.944,0
Can't even sign in! the security character think doesn't bloody work! I've tried audio and the written version several times and had family members tried it too! it just doesn't work!,1,1/28/2019,0.7162,0.171,0.829,0
thu,5,1/28/2019,0,0,1,0
After last update. the app keeps crashing. please fix the problem soon!,1,1/28/2019,-0.1759,0.15,0.654,0.196
a lot of book to choose from.great app.,5,1/28/2019,0,0,1,0
simply awesome. helps me continue to rrad despite erratic schedules.,5,1/28/2019,0.7717,0.456,0.544,0
"This is a nice app but if u want to read books for free and have more books download "" Any books """,3,1/28/2019,0.7783,0.328,0.672,0
This app is a complete piece of junk. Don't waste your time; it won't let you sign in. This is a waste of time.,1,1/28/2019,0.5667,0.189,0.811,0
good,5,1/28/2019,0.4404,1,0,0
best app to have.,5,1/28/2019,0.6369,0.583,0.417,0
"Everytime I touch the screen words become blurred and interrupts the reading. Whenever I touch the screen navigate from here to there on a page, words get blurred. Please solve this Problem...",4,1/28/2019,0.2023,0.127,0.802,0.071
its give a thunder feel to me...,5,1/28/2019,0,0,1,0
Good reading app really makes the Kindle reading system a comprehensive way of reading regardless of device or location,4,1/28/2019,0.5994,0.234,0.766,0
awesome,5,1/28/2019,0.6249,1,0,0
I don't know I just updated it lol,5,1/28/2019,0.4215,0.359,0.641,0
like it,5,1/28/2019,0.3612,0.714,0.286,0
Downloads regularly get stuck for sizes greater than 100 MB,3,1/28/2019,0.128,0.2,0.64,0.16
"i still prefer holding a real book in my hands, but its nice when u can get some free ebooks here. (not that they're all free, u just have to find the free ones and most of them end with cliffhangers so if u wanna see how it ends u have to buy the second installment in the series)",4,1/28/2019,0.9587,0.258,0.742,0
Love this app!!,5,1/28/2019,0.6988,0.705,0.295,0
vey good appp,5,1/28/2019,0.4404,0.592,0.408,0
Constatly crashes on my android tablet. Works fine on my phone,1,1/28/2019,-0.6249,0.115,0.573,0.312
very good,5,1/28/2019,0.4927,0.762,0.238,0
Good functionality but not good compatibility or format flexibility.,2,1/28/2019,0.2361,0.357,0.424,0.22
smooth and panel zooming in comics is really good .,4,1/28/2019,0.4927,0.285,0.715,0
want to cancel no place to do that stupid content not worth 10 cents much less 10 freaking dollars!,1,1/28/2019,-0.8683,0.049,0.493,0.458
excellent,5,1/28/2019,0.5719,1,0,0
a book was bought under my account that I didnt purchase,1,1/28/2019,0,0,1,0
i can access my library books.,5,1/28/2019,0,0,1,0
love it,5,1/28/2019,0.6369,0.808,0.192,0
اوکی,5,1/28/2019,0,0,1,0
super app,5,1/28/2019,0.5994,0.796,0.204,0
good,5,1/28/2019,0.4404,1,0,0
why can't I remove my credit card details one wrong click then I buy something. please sort this out. I am uncomfortable to even let my child use it cause its just purchasing books without my concent. this feels like a scam,1,1/28/2019,-0.7772,0.099,0.661,0.239
"Too many missing options. Updated versions are increasingly bad. Amazon simply isn't as good at making stuff as Google is. Can't even open anything else but books bought from Amazon. This company is so poor at user experience. The minute Google will start selling stuff Amazon will be gone. I hate this app. Your books never, nowhere. New release update: my seething hatred for this app consumes me.",1,1/28/2019,-0.9609,0.064,0.68,0.257
gave me access to an excellent library ever on my phone,5,1/28/2019,0.5719,0.27,0.73,0
good,5,1/28/2019,0.4404,1,0,0
all in stolen stories i hate,1,1/28/2019,-0.7845,0,0.303,0.697
"Easy to use, lots of free books too",5,1/28/2019,0.7351,0.508,0.492,0
awsome..........app containing latest and interesting books.,5,1/28/2019,0.4019,0.351,0.649,0
nice 🙄,5,1/28/2019,0.4215,0.412,0.588,0
I absolutely love the kindle app. I had it on my notebook and I have it on my phone. The book prices are amazing and the selection is endless. I could get lost in doing nothing but reading if I dont watch myself I do.,5,1/28/2019,0.5418,0.12,0.841,0.039
great,5,1/28/2019,0.6249,1,0,0
good applications,4,1/28/2019,0.4404,0.744,0.256,0
i just got it,5,1/28/2019,0,0,1,0
Very bad,1,1/28/2019,-0.5849,0,0.209,0.791
"Do not like the positioning of the ""add audio narration"" bar and the ""upgrade to audio"" button. Both being easy to press in error if not careful. Currently the icon is spinning continuously in the ""add audio narration"" bar at the top of the page while reading current book on my tablet. And I also have loads of unwanted dictionaries in library which makes searching through my library on the tablet difficult.",4,1/28/2019,-0.7472,0.058,0.793,0.149
Super app,5,1/28/2019,0.5994,0.796,0.204,0
If you had an option to read PDF in your mobile it would have been better,4,1/28/2019,0.4404,0.162,0.838,0
nice,5,1/28/2019,0.4215,1,0,0
good for reading,5,1/28/2019,0.4404,0.592,0.408,0
excellent 👍👏😆,5,1/28/2019,0.5719,0.787,0.213,0
NOTHING FREE AS MISLEAD BY ONLINE ADVERTISING. IMMEDIATE UNINSTALL.,1,1/28/2019,-0.8226,0,0.479,0.521
"App is broken. I tried to update it and it won't install afterwards. If I try to open the app, it crashes. I can't uninstall it to try to install it again. Useless!",1,1/28/2019,-0.8752,0.091,0.608,0.301
super,5,1/28/2019,0.5994,1,0,0
verry roof,1,1/28/2019,0,0,1,0
I love my kindle I read so many books on my kindle by diffrent Autor's it's like travlering to diffrrent places.,5,1/28/2019,0.7717,0.283,0.717,0
"nise,",5,1/28/2019,0,0,1,0
Kool app,5,1/28/2019,0,0,1,0
nice application,5,1/28/2019,0.4215,0.737,0.263,0
fantastic,5,1/28/2019,0.5574,1,0,0
good app,4,1/28/2019,0.4404,0.744,0.256,0
What's up with the ads all of a sudden? I pay for Kindle Unlimited I didn't see ads. Especially when I'm in the middle of reading. not cool at all...,1,1/28/2019,-0.3318,0,0.881,0.119
really helpful,5,1/28/2019,0.4754,0.756,0.244,0
"Kindle has a wide variety of books, they have best selleers and well known writes. This app is really effective and sufficient for people who love to read, and those who do not have the time to be at home reading a paper book.",4,1/28/2019,0.9312,0.268,0.732,0
love the free version of your app,5,1/28/2019,0.8176,0.6,0.4,0
love this app,5,1/28/2019,0.6369,0.677,0.323,0
good,5,1/28/2019,0.4404,1,0,0
数日前から、テキストの選択が出来なくなりました。単語は選択できますが、文章を選択しようとして選択範囲を広げるとフォーカスが消えてしまいます。,2,1/28/2019,0,0,1,0
Great daily devotionals.,5,1/28/2019,0.743,0.863,0.137,0
An excellant reading app with many library loan options. Difficult to use the search engine though.,4,1/28/2019,-0.5994,0,0.794,0.206
"Love the kindle, but since I purchased my Galaxy Note 9, it no longer syncs up with my other devices. Hope this is fixed soon.",3,1/28/2019,0.5647,0.213,0.694,0.093
"A Year later and no change. how to go back after you click on a link... Does not have back or forward capabilities. Once u link to a reference, you can't get back to where you were.",1,1/28/2019,-0.296,0,0.936,0.064
"Keeps crashing, but I even when I haven't opened it",1,1/28/2019,0,0,1,0
ನಿಮ್ಮ ಅತ್ರ ಕನ್ನಡ ಬುಕ್ಸ್ ಇಲ್ಲ ಅಂದ್ಮೆಲೇ ಇ ಅಪ್ಲಿಕೇಶನ್ ವೇಸ್ಟ್,1,1/28/2019,0,0,1,0
i hate it DONT GET hella stupid and so mamy problems i cant even explain them.. F THIISSS and i cant even uninstall ugh.. f the developer... _!!,1,1/28/2019,0.1985,0.225,0.573,0.202
"update. it's going from bad to worse. Finally after 5 years, it downloadeds my daily newspaper subscription automatically, which is very nice. That lasted a couple of months until the latest upgrade. Now, i must prompt it again, BUT I get the dreaded upload error message. It somehow fixes itself within 24 hours, but by then the newspaper is old. What a PIA and disappointment. PLEASE FIX for Samsung Galaxy S7",1,1/28/2019,-0.9053,0.074,0.716,0.21
poor. keeps forgetting I've downloaded a book and so i have to do it again. frustrating!,1,1/28/2019,-0.7424,0,0.656,0.344
I love using this app. There are so many books at great prices too!,5,1/28/2019,0.8622,0.439,0.561,0
OK,5,1/28/2019,0.296,1,0,0
"New version really bad. Continual scroll is nice, but I'm continually selecting text which I can't clear and bringing up the menu is almost impossible. Very frustrating. Synchronisation between my phone and tablet is poor. Wish there was some way to see where I had previously read to.",1,1/28/2019,-0.8301,0.093,0.682,0.225
"Since they changed the app, I haven't been able to use it or figure it out.",3,1/28/2019,0,0,1,0
Good,5,1/28/2019,0.4404,1,0,0
I have made payment twice but but not able to download single book. Even my parent is also not refunded,2,1/28/2019,0,0,1,0
this app so bad not start,1,1/28/2019,-0.6696,0,0.527,0.473
good,5,1/28/2019,0.4404,1,0,0
excellent app,5,1/28/2019,0.5719,0.787,0.213,0
very beautifull. to study,5,1/28/2019,0,0,1,0
"Very easy to use. Love the ""Page Curl"" feature for turning pages.",5,1/28/2019,0.8122,0.425,0.575,0
I have been,5,1/28/2019,0,0,1,0
Interestimg app,5,1/28/2019,0,0,1,0
fair,4,1/28/2019,0.3182,1,0,0
Great for reading even on a small screen,5,1/28/2019,0.6249,0.406,0.594,0
"Almost daily having to re-download the book I am currently reading. I am sure it runs perfectly on the latest version of Android, though.",2,1/28/2019,0.7579,0.245,0.755,0
Reading is my passion!,5,1/28/2019,0.5093,0.523,0.477,0
excited,5,1/28/2019,0.34,1,0,0
This absolutely useless,1,1/28/2019,-0.4754,0,0.393,0.607
very nice. Thanks you.,5,1/28/2019,0.7408,0.758,0.242,0
קקקקק1קשש1++++++!1++++++++))ךך)ך^ך+11ך1)ק1++קקקק+1ק++`1ק++,1,1/28/2019,0,0,1,0
wonderfull app like I hold my own library 😊😊😊😊😊😊,5,1/28/2019,0.3612,0.263,0.737,0
Previous versions worked fine. Now won't get past startup screen. Please fix.,5,1/28/2019,0.4767,0.291,0.709,0
awesome,5,1/28/2019,0.6249,1,0,0
Never have I had a problem with my Kindle app. Thank you. Good night.,5,1/28/2019,0.7689,0.46,0.54,0
I like the app!,5,1/28/2019,0.4199,0.583,0.417,0
I love having my kindle on my phone! it's great,5,1/28/2019,0.8622,0.551,0.449,0
"This app cannot see ""Georgian"" characters, the book I'm reading in my kindle, isn't visible in this app. Please correct the issue.",2,1/28/2019,0.3182,0.099,0.901,0
you have to by to much stuff,1,1/28/2019,0,0,1,0
this is a good a product,4,1/28/2019,0.4404,0.492,0.508,0
"I purchased a book and I dont see it in the library, any help?",1,1/28/2019,0.4019,0.213,0.787,0
it was very good and a good time killer.,5,1/28/2019,0.27,0.407,0.319,0.274
no thanks!,1,1/28/2019,0.2481,0.592,0,0.408
very good!,5,1/28/2019,0.54,0.777,0.223,0
I like it so I can read all my books.,5,1/28/2019,0.3612,0.263,0.737,0
Nice app for book lovers.,5,1/28/2019,0.7351,0.674,0.326,0
The search for word function is not working.,4,1/28/2019,0,0,1,0
cool,5,1/28/2019,0.3182,1,0,0
there are a lot of glitches for certain books in my library. some books are really not optimized on the Kindle reader unfortunately.,3,1/28/2019,-0.4693,0.08,0.724,0.196
new update broke compatibility with laspass,2,1/28/2019,-0.4215,0,0.641,0.359
ok,2,1/28/2019,0.296,1,0,0
NYC app I loved it,5,1/28/2019,0.5994,0.565,0.435,0
horrible,1,1/28/2019,-0.5423,0,0,1
How they manage to make a perfectly good e-reader worse with every update baffles me.,2,1/28/2019,0.6124,0.335,0.519,0.146
It is good,5,1/28/2019,0.4404,0.592,0.408,0
I like this.,5,1/28/2019,0.3612,0.714,0.286,0
very bad,1,1/28/2019,-0.5849,0,0.209,0.791
"Whoever invented this app is going to be rich someday, this is ingenious in so many ways. I could've used this 3 or 4 years ago, instead I had to carry my books wherever I traveled. Nowadays I just bring my desktop computer, tower, 23 inch monitor, a couple hundred cords, surge protector, etc. and Voila! I'm reading on my computer! What will they think of next?!?!? Prolley a way to read books on a iPad or iPhone. Too cool Amazon you guys are smart as heck.",5,1/28/2019,0.9002,0.14,0.86,0
it was good,5,1/28/2019,0.4404,0.592,0.408,0
wonderfull app and a place of knowledge helps us to get the success key👍😘😘🎓,5,1/28/2019,0.743,0.364,0.636,0
Great way to read your favourite books!,5,1/28/2019,0.6588,0.423,0.577,0
No manga to download,1,1/28/2019,-0.296,0,0.577,0.423
great app,5,1/28/2019,0.6249,0.804,0.196,0
Reall great app with all the great books we read before loved it,5,1/28/2019,0.9201,0.548,0.452,0
Amazing app for all readers,5,1/28/2019,0.5859,0.487,0.513,0
super,5,1/28/2019,0.5994,1,0,0
worst aap,1,1/28/2019,-0.6249,0,0.196,0.804
"Hi kindle team, kindle app for tablet wont allow me read books stored in my library. Pls solve this and get my other 2 stars. i love the app",3,1/28/2019,0.6842,0.228,0.72,0.052
Dream platform.,5,1/28/2019,0.25,0.667,0.333,0
Rubbish so hard to find anything. Prices only when u click on a book. And no free 7 days even thou says so,1,1/28/2019,0.1045,0.136,0.703,0.161
I didn't even know that an app existed for Kindle. I enjoy the reading experience.,4,1/28/2019,0.4939,0.211,0.789,0
great,5,1/28/2019,0.6249,1,0,0
good👍,4,1/28/2019,0,0,1,0
Best app..tysm fr this fabulous app it is vry useful,5,1/28/2019,0.9022,0.613,0.387,0
good app,5,1/28/2019,0.4404,0.744,0.256,0
Excellent app. Easy to browse the book shelf and enjoy the reading.,5,1/28/2019,0.8689,0.521,0.479,0
Love the app,5,1/28/2019,0.6369,0.677,0.323,0
my ebook library,5,1/28/2019,0,0,1,0
I enjoyed Kindle a lot.,4,1/28/2019,0.5106,0.623,0.377,0
"I bought a book and doesnt let me read it! It says that I have exceeded the amount of licences for this book. I only have this book on one device. I cant beleive I was actually ripped off by amazon. Like a broken vending machine that steals your quarter, this app took $12. -100 / 5 stars.",1,1/28/2019,-0.7424,0.073,0.78,0.147
high school,5,1/28/2019,0,0,1,0
good,3,1/28/2019,0.4404,1,0,0
love reading free books and samples,5,1/28/2019,0.8176,0.652,0.348,0
super,5,1/28/2019,0.5994,1,0,0
my app will not load my account. at all. I have reinstalled it. and it still isnt working.,1,1/28/2019,0,0,1,0
its good i love it,4,1/28/2019,0.7964,0.78,0.22,0
nice,5,1/28/2019,0.4215,1,0,0
really enjoy this app love all the free book choices you can pick..,5,1/28/2019,0.8999,0.524,0.476,0
"This app is great if you DON'T want to use the Read & Listen feature. I cancelled my Unlimited Subscription since that's why I used it. It was never consistent, would work great for a couple months, then not work for a couple months, on and off. I won't be using my Kindle much longer since I have a Chromebook but the app is the worst on the Chromebook.",3,1/28/2019,-0.4873,0.074,0.807,0.119
disipointing,2,1/28/2019,0,0,1,0
The app keeps closing. Am trying a reinstall but this is the second time. Seems like it happens once a year. Am afraid to buy the Kindle if the apo doesn't work better.,3,1/28/2019,0.0364,0.092,0.82,0.088
ok good,5,1/21/2019,0.6249,1,0,0
Good,5,1/21/2019,0.4404,1,0,0
"Recent ""upgrade"" has either rearranged or lost my entire library. everything's marked as ""new"" and there are books on there I don't even recognise. Now useless. I shsll have to find sone other way to read my books",1,1/21/2019,-0.6249,0,0.87,0.13
sharing this app with two of my bookworm friends now. ; -),5,1/21/2019,0.7096,0.396,0.604,0
I LOVE THIS APP❤❤❤,5,1/21/2019,0.6369,0.677,0.323,0
App not downloading,5,1/21/2019,0,0,1,0
I love to read. I can get all my books in one place.,5,1/21/2019,0.6369,0.296,0.704,0
perfect,5,1/21/2019,0.5719,1,0,0
"update is AWFUL! it changed ALL of my read books (2781 of them) back to New instead of 100% What do you do now.., per Amazon, ""JUST IGNORE THEM"" What???? old books and New all mixed together. oh and the update there us nothing they can do. when you try and go back to take the pages to the end, the app freezes.",1,1/21/2019,-0.8233,0.024,0.843,0.133
I LOVE IT IT'S SO NICE,5,1/21/2019,0.8323,0.723,0.277,0
works well with note 9,5,1/21/2019,0.2732,0.412,0.588,0
"I use this app for college textbooks and it is not user friendly at all. It makes me want to scream, why is it so hard to copy text? Why is it so hard to change the text size? Why is it so sensitive when scrolling up and down and instead change pages?",2,1/21/2019,-0.8074,0.022,0.812,0.166
I have used the kindle app for years and I love it!,5,1/21/2019,0.6696,0.333,0.667,0
The internal dictionary function is not working properly,3,1/21/2019,0,0,1,0
was using battery even while not running,3,1/21/2019,0,0,1,0
"With such collections, the app should be made simpler and more flexible as Prime video is to surf for movies and as IMDB is to search movies. Though I prefer Kindle, I badly miss such ease. And a long standing concern. Not able to remove books from Library.",4,1/21/2019,-0.0018,0.093,0.814,0.093
nice love it♡,5,1/21/2019,0.7906,0.875,0.125,0
Good,5,1/21/2019,0.4404,1,0,0
i always have a book in my hands,5,1/21/2019,0,0,1,0
"not great, i am not sure whst i am paying for please tell me what is provided.",2,1/21/2019,-0.4508,0.118,0.614,0.269
The app downloads 100 % then shows installing and then doesn't get actually installed.  I own Micromax Canvas xpress 2 E313.  Worked well before update,5,1/21/2019,0.2732,0.091,0.909,0
i like very much.. easy to use. Very good app,5,1/21/2019,0.8347,0.597,0.403,0
"thank you very very much , kindle is undescribable.....",5,1/21/2019,0.3612,0.263,0.737,0
haha,5,1/21/2019,0.4588,1,0,0
Everytime I try and go onto the app it just crashes each and everytime. And then I have to delete the app and the redownload it again for it to work for a couple days in a rown and it very frustrating since i lose pages in books. My key info that I have higlighted and I have to wasted my time sorting out issues with the app in order to read books that I have PURCHASED,2,1/21/2019,-0.9355,0,0.82,0.18
bar,1,1/21/2019,0,0,1,0
I find navigation difficult. Filters need to be improved.,2,1/21/2019,-0.2023,0.238,0.462,0.3
jjjj,5,1/21/2019,0,0,1,0
"There should be books from other languages such as Punjabi ,hindi....",1,1/21/2019,0,0,1,0
hahhaa,4,1/21/2019,0,0,1,0
not enough,1,1/21/2019,0,0,1,0
good app.,4,1/21/2019,0.4404,0.744,0.256,0
for older version,2,1/21/2019,0,0,1,0
it's a really good app,5,1/21/2019,0.4927,0.516,0.484,0
"seems to have fixed the random stops behaving sort of. Surly actions persist when too many changes to device and library content, slows and puts up search entry repeatedly.",3,1/21/2019,-0.1531,0,0.946,0.054
mast appp,5,1/21/2019,0,0,1,0
wish every book was free,4,1/21/2019,0.7184,0.667,0.333,0
"Showing installing after 100 % downloading, but not being installed.",5,1/21/2019,0,0,1,0
Amazon has just ruined kindle with an update that is supposed to make it better but has so destroyed my experience that I am going to abandon my Amazon library and buy hard- or soft-cover books - but avoid Amazon. The update was made while I was a third of the way through a book I paid $$ for. Now I shall have to start over after finding a hard copy.,1,1/21/2019,-0.9037,0.095,0.68,0.225
the good application,1,1/21/2019,0.4404,0.592,0.408,0
"its okay..india store still has less offers on international books. wish list for ebooks and notification for price drops and offers on wishlisted books is still absent ,despite multiple request. unlimited is good though..not much well known authors..but lot of less known self publised book s well written are there",3,1/21/2019,0.8316,0.179,0.821,0
WORST APP: Let's do sth. very special by making it impossible for the user to dim the display brightness! Perfect! We can use KINDLE AS TORCH now in reading mode!!!,5,1/21/2019,0.6836,0.253,0.63,0.117
Easy,4,1/21/2019,0.4404,1,0,0
hjhj,4,1/21/2019,0,0,1,0
Love reading my light novel's on it Edit:Still love it 1/26/18,5,1/21/2019,0.8555,0.483,0.517,0
Usefull  It is usefull because people go to library etc and who like to  read books they can read,5,1/21/2019,0.3612,0.122,0.878,0
money for deducted for renewing monthly kindle subscription even when i had previously cancelled the subscription. I want my refund back.,1,1/21/2019,-0.1779,0.064,0.837,0.099
not,1,1/21/2019,0,0,1,0
"Easy to use, great highlighting tool, and the best part - tons of books to read and enjoy!",5,1/21/2019,0.9402,0.531,0.469,0
"Problematic for visually impaired. (Android App only).  Font size goes from Medium to Very Large in a single step. [All web browsers (tested 4), apps from Scribd, Overdrive, Libby, etc. Kindle for IOS  have many in-between text sizes.]",1,1/21/2019,-0.7964,0,0.831,0.169
x-cellent,4,1/21/2019,0,0,1,0
Awesome and easy way to get my read on!,5,1/21/2019,0.807,0.51,0.49,0
I tried applying for a job a few years ago got turned away and refused employment because I smoke a bit of cannabis now and then,1,1/21/2019,-0.296,0,0.901,0.099
I like it,5,1/21/2019,0.3612,0.714,0.286,0
awesome way to read,5,1/21/2019,0.6249,0.577,0.423,0
the best,5,1/21/2019,0.6369,0.808,0.192,0
"Works well, but delivers pop up ads in your notification bar",2,1/21/2019,0.1406,0.134,0.866,0
This is a awesome ebook app so easy to use,5,1/21/2019,0.8334,0.528,0.472,0
Everyone should have this app - it's positively the best app out there for anyone who reads!,5,1/21/2019,0.8356,0.36,0.64,0
"Its a bit ropey at times but whenever it goes Pete Tong you just have to delete it and reinstall. It's better than any rivals for making notes (that can actually be accessed again later), for connecting to audio, for linking to a dictionary and Wikipedia. It would be nice if it could be hooked into several dictionaries (for foreign languages) but it doesn't seem to be possible.",4,1/21/2019,0.8201,0.106,0.894,0
My best App ever 👍🌟🌟🌟🌟🌟☺,5,1/21/2019,0.6369,0.512,0.488,0
"This app has proven to be the tool I need to buy, installed and enjoy reading, anytime I want to read. I'm a snowbird and have storage issues. I can read from device or the cloud. Alexa is compatible...all I need to do is ask. THANK YOU for this necessary tool for me as I am physically challenged. Thank you from bottom of my heart",4,1/21/2019,0.8331,0.156,0.823,0.021
Urgently needs night mode for reading in dark...,3,1/21/2019,0,0,1,0
The best reading app.,5,1/21/2019,0.6369,0.583,0.417,0
This hasn't worked in weeks 😠,1,1/21/2019,-0.5106,0,0.645,0.355
"after last update, will not allow me to sync any longer",3,1/21/2019,-0.1695,0,0.857,0.143
Please design to allow for storage to an SD card. It takes up enormous space on my phone.,4,1/21/2019,0.4939,0.208,0.792,0
does what is says,5,1/21/2019,0,0,1,0
God bless you richly!,5,1/21/2019,0.7959,0.89,0.11,0
"This app worked great until the latest update was installed. Now the app will not come up on my Samsung Galaxy Note 8. Instead I get ""Unfortunately Amazon Kindle has stopped. "" Please fix this Amazon and Samsung.",1,1/21/2019,0.6705,0.222,0.68,0.098
nice,5,1/21/2019,0.4215,1,0,0
not able to download books to sd card that brought in kindle app,1,1/21/2019,0,0,1,0
good for all student,5,1/21/2019,0.4404,0.492,0.508,0
very interesting app learn success in your life 👧* (priya kumari)*,5,1/21/2019,0.7713,0.426,0.574,0
very bad,1,1/21/2019,-0.5849,0,0.209,0.791
Great!,5,1/21/2019,0.6588,1,0,0
Stopped working. The kindle app stopped working. I cannot see my library. I cannot see my current library. I have attemoted to reinstall a fresh version of the app. That did not solve the problem.,1,1/21/2019,0.0428,0.127,0.723,0.15
one of my fav app.,5,1/21/2019,0.4588,0.429,0.571,0
please add cash on delivery,4,1/21/2019,0.3182,0.365,0.635,0
"On the whole, this is a brilliant app. However, performance varies depending on the device it's installed on. I've got it on my phone, my lap top and Chromebook. It seems to be fully functional on my phone but, on the other two, half the settings just aren't there. I am unable to select the font, the layout or the size although I'm pretty sure I used to be able to. Since it's a reading app, that's pretty major.",4,1/21/2019,0.9366,0.18,0.82,0
0 stars. Amazon sucks!,1,1/21/2019,-0.2714,0.31,0.182,0.508
hahaha,4,1/21/2019,0.5574,1,0,0
kiki,4,1/21/2019,0,0,1,0
best learning app,5,1/21/2019,0.6369,0.677,0.323,0
I love the kindle. My boyfriend gave me his old one and I fell in love with it. I keep reinstalling the app because I miss reading my books. I like that I can always come back and use it again. Thank you Amazon for making such a wonderful product.,5,1/21/2019,0.9531,0.333,0.638,0.028
"just bad app, you have to download the books which use far too much data.",1,1/21/2019,-0.5423,0,0.8,0.2
This app won't install on my phone im very frustrated by this could you help me.,1,1/21/2019,-0.2484,0.132,0.687,0.181
"STOP WITH THE USELESS SPAM NOTIFICATIONS IN THE APP!!! Please give us a way to turn them off completely. Give us a better translator than Bing. Google translator is ten times better. Books load sideways, upside down, and backwards at times. I'm a Prime customer and expect better than this! Especially after you inadvertantly leaked my email! Shame on you Amazon!!!!!! Read the reviews!!!",1,1/21/2019,-0.6679,0.147,0.65,0.203
"not happy with amazon at all. I did the one month free trial and didnt like it, so 3 days after I signed up I cancelled it and they still took money out of my bank and has caused my bank to overdraft. One extremely upset customer.",1,1/21/2019,-0.7367,0.064,0.714,0.222
It's not opening,2,1/21/2019,0,0,1,0
love it,5,1/21/2019,0.6369,0.808,0.192,0
Love searching and reading without going out to book store and wonderful options provided!,5,1/21/2019,0.8478,0.406,0.594,0
jhakash app,5,1/21/2019,0,0,1,0
